name,type,value,date
Petr,Russia,3192,2017/10/05
LHiC,Russia,3113,2017/10/05
Um_nik,Unknown,3049,2017/10/05
mnbvmar,Poland,3018,2017/10/05
scott_wu,United States,3014,2017/10/05
TankEngineer,China,2934,2017/10/05
dotorya,South Korea,2928,2017/10/05
Radewoosh,Poland,2928,2017/10/05
tourist,Belarus,3496,2017/10/16
Petr,Russia,3173,2017/10/16
wxhtxdy,China,3158,2017/10/16
LHiC,Russia,3113,2017/10/16
Um_nik,Unknown,3049,2017/10/16
mnbvmar,Poland,3018,2017/10/16
scott_wu,United States,3014,2017/10/16
fateice,China,3009,2017/10/16
Radewoosh,Poland,2956,2017/10/16
TankEngineer,China,2934,2017/10/16
tourist,Belarus,3496,2017/10/27
wxhtxdy,China,3181,2017/10/27
Petr,Russia,3173,2017/10/27
Um_nik,Unknown,3126,2017/10/27
LHiC,Russia,3113,2017/10/27
dotorya,South Korea,3054,2017/10/27
mnbvmar,Poland,3018,2017/10/27
scott_wu,United States,3014,2017/10/27
TankEngineer,China,2934,2017/10/27
cki86201,South Korea,2917,2017/10/27
tourist,Belarus,3496,2017/11/18
wxhtxdy,China,3288,2017/11/18
Petr,Russia,3173,2017/11/18
dotorya,South Korea,3117,2017/11/18
Um_nik,Unknown,3109,2017/11/18
Radewoosh,Poland,3041,2017/11/18
LHiC,Russia,3025,2017/11/18
mnbvmar,Poland,3018,2017/11/18
scott_wu,United States,3014,2017/11/18
ksun48,Canada,2934,2017/11/18
tourist,Belarus,3496,2017/12/03
wxhtxdy,China,3288,2017/12/03
Petr,Russia,3173,2017/12/03
Um_nik,Unknown,3109,2017/12/03
dotorya,South Korea,3089,2017/12/03
Radewoosh,Poland,3039,2017/12/03
LHiC,Russia,3025,2017/12/03
mnbvmar,Poland,3024,2017/12/03
scott_wu,United States,3014,2017/12/03
ksun48,Canada,2934,2017/12/03
tourist,Belarus,3496,2017/12/20
wxhtxdy,China,3288,2017/12/20
dotorya,South Korea,3197,2017/12/20
Petr,Russia,3173,2017/12/20
Um_nik,Unknown,3163,2017/12/20
Radewoosh,Poland,3085,2017/12/20
LHiC,Russia,3025,2017/12/20
mnbvmar,Poland,3024,2017/12/20
scott_wu,United States,3014,2017/12/20
TankEngineer,China,2934,2017/12/20
tourist,Belarus,3496,2017/12/24
wxhtxdy,China,3381,2017/12/24
Um_nik,Unknown,3185,2017/12/24
Radewoosh,Poland,3175,2017/12/24
Petr,Russia,3173,2017/12/24
dotorya,South Korea,3097,2017/12/24
LHiC,Russia,3025,2017/12/24
scott_wu,United States,3014,2017/12/24
fateice,China,2978,2017/12/24
Swistakk,Poland,2962,2017/12/24
tourist,Belarus,3496,2017/12/30
wxhtxdy,China,3319,2017/12/30
Petr,Russia,3298,2017/12/30
Radewoosh,Poland,3209,2017/12/30
dotorya,South Korea,3194,2017/12/30
Um_nik,Unknown,3185,2017/12/30
LHiC,Russia,3025,2017/12/30
scott_wu,United States,3014,2017/12/30
Swistakk,Poland,2962,2017/12/30
rng_58,Japan,2944,2017/12/30
tourist,Belarus,3496,2018/01/09
Um_nik,Unknown,3309,2018/01/09
Petr,Russia,3298,2018/01/09
dotorya,South Korea,3225,2018/01/09
wxhtxdy,China,3199,2018/01/09
Radewoosh,Poland,3150,2018/01/09
LHiC,Russia,3025,2018/01/09
scott_wu,United States,3014,2018/01/09
yosupo,Japan,2999,2018/01/09
SpyCheese,Russia,2963,2018/01/09
tourist,Belarus,3496,2018/01/21
Petr,Russia,3298,2018/01/21
Um_nik,Unknown,3248,2018/01/21
dotorya,South Korea,3236,2018/01/21
wxhtxdy,China,3199,2018/01/21
Radewoosh,Poland,3104,2018/01/21
LHiC,Russia,3025,2018/01/21
SkyDec,China,3016,2018/01/21
scott_wu,United States,3014,2018/01/21
yosupo,Japan,2999,2018/01/21
tourist,Belarus,3496,2018/01/30
Petr,Russia,3298,2018/01/30
wxhtxdy,China,3294,2018/01/30
Um_nik,Unknown,3248,2018/01/30
Radewoosh,Poland,3084,2018/01/30
dotorya,South Korea,3060,2018/01/30
LHiC,Russia,3025,2018/01/30
scott_wu,United States,3014,2018/01/30
SkyDec,China,3003,2018/01/30
yosupo,Japan,2999,2018/01/30
tourist,Belarus,3496,2018/02/14
Um_nik,Unknown,3348,2018/02/14
Petr,Russia,3298,2018/02/14
wxhtxdy,China,3188,2018/02/14
Radewoosh,Poland,3084,2018/02/14
dotorya,South Korea,3060,2018/02/14
SkyDec,China,3035,2018/02/14
scott_wu,United States,3014,2018/02/14
yosupo,Japan,2999,2018/02/14
fateice,China,2991,2018/02/14
tourist,Belarus,3496,2018/02/16
Um_nik,Unknown,3337,2018/02/16
Petr,Russia,3298,2018/02/16
Radewoosh,Poland,3216,2018/02/16
wxhtxdy,China,3188,2018/02/16
fateice,China,3099,2018/02/16
dotorya,South Korea,3093,2018/02/16
scott_wu,United States,3014,2018/02/16
yosupo,Japan,2999,2018/02/16
SkyDec,China,2980,2018/02/16
tourist,Belarus,3496,2018/02/26
Petr,Russia,3293,2018/02/26
Um_nik,Unknown,3266,2018/02/26
Radewoosh,Poland,3218,2018/02/26
wxhtxdy,China,3188,2018/02/26
fateice,China,3099,2018/02/26
mnbvmar,Poland,3096,2018/02/26
dotorya,South Korea,3094,2018/02/26
scott_wu,United States,3014,2018/02/26
LHiC,Russia,3000,2018/02/26
tourist,Belarus,3496,2018/03/05
Petr,Russia,3325,2018/03/05
Radewoosh,Poland,3218,2018/03/05
Um_nik,Unknown,3203,2018/03/05
dotorya,South Korea,3115,2018/03/05
fateice,China,3099,2018/03/05
mnbvmar,Poland,3096,2018/03/05
wxhtxdy,China,3083,2018/03/05
V--o_o--V,Russia,3041,2018/03/05
LHiC,Russia,3033,2018/03/05
tourist,Belarus,3496,2018/03/09
Petr,Russia,3325,2018/03/09
dotorya,South Korea,3237,2018/03/09
Radewoosh,Poland,3218,2018/03/09
Um_nik,Unknown,3203,2018/03/09
fateice,China,3099,2018/03/09
mnbvmar,Poland,3096,2018/03/09
wxhtxdy,China,3083,2018/03/09
Swistakk,Poland,3071,2018/03/09
V--o_o--V,Russia,3041,2018/03/09
Petr,Russia,3325,2018/03/11
Um_nik,Unknown,3284,2018/03/11
tourist,Belarus,3206,2018/03/11
fateice,China,3099,2018/03/11
mnbvmar,Poland,3096,2018/03/11
wxhtxdy,China,3083,2018/03/11
Radewoosh,Poland,3076,2018/03/11
Swistakk,Poland,3069,2018/03/11
dotorya,South Korea,3068,2018/03/11
scott_wu,United States,3014,2018/03/11
Um_nik,Unknown,3370,2018/03/25
Petr,Russia,3325,2018/03/25
tourist,Belarus,3206,2018/03/25
Radewoosh,Poland,3158,2018/03/25
wxhtxdy,China,3102,2018/03/25
fateice,China,3099,2018/03/25
mnbvmar,Poland,3096,2018/03/25
dotorya,South Korea,3068,2018/03/25
FizzyDavid,China,3023,2018/03/25
Swistakk,Poland,3016,2018/03/25
Petr,Russia,3325,2018/04/08
Um_nik,Unknown,3297,2018/04/08
wxhtxdy,China,3242,2018/04/08
tourist,Belarus,3206,2018/04/08
Radewoosh,Poland,3158,2018/04/08
fateice,China,3099,2018/04/08
mnbvmar,Poland,3096,2018/04/08
dotorya,South Korea,3086,2018/04/08
FizzyDavid,China,3023,2018/04/08
Swistakk,Poland,3016,2018/04/08
Petr,Russia,3325,2018/04/18
wxhtxdy,China,3289,2018/04/18
Um_nik,Unknown,3278,2018/04/18
tourist,Belarus,3206,2018/04/18
Radewoosh,Poland,3197,2018/04/18
V--o_o--V,Russia,3167,2018/04/18
mnbvmar,Poland,3096,2018/04/18
dotorya,South Korea,3086,2018/04/18
FizzyDavid,China,3023,2018/04/18
Swistakk,Poland,3016,2018/04/18
Petr,Russia,3353,2018/04/29
Um_nik,Unknown,3278,2018/04/29
V--o_o--V,Russia,3236,2018/04/29
tourist,Belarus,3235,2018/04/29
wxhtxdy,China,3201,2018/04/29
Radewoosh,Poland,3197,2018/04/29
fateice,China,3172,2018/04/29
mnbvmar,Poland,3096,2018/04/29
dotorya,South Korea,3086,2018/04/29
LHiC,Russia,3067,2018/04/29
Petr,Russia,3353,2018/05/16
fateice,China,3306,2018/05/16
tourist,Belarus,3235,2018/05/16
wxhtxdy,China,3181,2018/05/16
Um_nik,Unknown,3158,2018/05/16
V--o_o--V,Russia,3148,2018/05/16
dotorya,South Korea,3145,2018/05/16
LHiC,Russia,3115,2018/05/16
mnbvmar,Poland,3096,2018/05/16
Radewoosh,Poland,3088,2018/05/16
Petr,Russia,3353,2018/05/28
tourist,Belarus,3341,2018/05/28
fateice,China,3306,2018/05/28
wxhtxdy,China,3253,2018/05/28
Um_nik,Unknown,3179,2018/05/28
Radewoosh,Poland,3159,2018/05/28
dotorya,South Korea,3145,2018/05/28
LHiC,Russia,3111,2018/05/28
mnbvmar,Poland,3096,2018/05/28
FizzyDavid,China,3050,2018/05/28
tourist,Belarus,3434,2018/05/30
Petr,Russia,3353,2018/05/30
wxhtxdy,China,3314,2018/05/30
fateice,China,3306,2018/05/30
Radewoosh,Poland,3217,2018/05/30
Um_nik,Unknown,3179,2018/05/30
LHiC,Russia,3148,2018/05/30
dotorya,South Korea,3145,2018/05/30
mnbvmar,Poland,3096,2018/05/30
FizzyDavid,China,3050,2018/05/30
tourist,Belarus,3434,2018/06/17
Petr,Russia,3353,2018/06/17
wxhtxdy,China,3314,2018/06/17
fateice,China,3306,2018/06/17
Um_nik,Unknown,3286,2018/06/17
dotorya,South Korea,3145,2018/06/17
LHiC,Russia,3114,2018/06/17
Radewoosh,Poland,3098,2018/06/17
mnbvmar,Poland,3096,2018/06/17
scott_wu,United States,3071,2018/06/17
tourist,Belarus,3434,2018/06/25
wxhtxdy,China,3419,2018/06/25
Um_nik,Unknown,3309,2018/06/25
fateice,China,3306,2018/06/25
Petr,Russia,3220,2018/06/25
dotorya,South Korea,3145,2018/06/25
Radewoosh,Poland,3101,2018/06/25
mnbvmar,Poland,3096,2018/06/25
FizzyDavid,China,3050,2018/06/25
LHiC,Russia,3020,2018/06/25
tourist,Belarus,3434,2018/07/02
fateice,China,3336,2018/07/02
Um_nik,Unknown,3302,2018/07/02
wxhtxdy,China,3280,2018/07/02
Petr,Russia,3223,2018/07/02
Swistakk,Poland,3105,2018/07/02
mnbvmar,Poland,3096,2018/07/02
dotorya,South Korea,3081,2018/07/02
Radewoosh,Poland,3065,2018/07/02
FizzyDavid,China,3050,2018/07/02
tourist,Belarus,3434,2018/07/14
fateice,China,3337,2018/07/14
Um_nik,Unknown,3292,2018/07/14
wxhtxdy,China,3280,2018/07/14
Petr,Russia,3223,2018/07/14
Swistakk,Poland,3105,2018/07/14
mnbvmar,Poland,3096,2018/07/14
yosupo,Japan,3091,2018/07/14
dotorya,South Korea,3081,2018/07/14
FizzyDavid,China,3050,2018/07/14
tourist,Belarus,3434,2018/07/27
fateice,China,3337,2018/07/27
wxhtxdy,China,3280,2018/07/27
Petr,Russia,3233,2018/07/27
Um_nik,Unknown,3131,2018/07/27
mnbvmar,Poland,3096,2018/07/27
yosupo,Japan,3091,2018/07/27
FizzyDavid,China,3050,2018/07/27
Kostroma,Russia,3023,2018/07/27
dotorya,South Korea,3016,2018/07/27
tourist,Belarus,3434,2018/07/30
wxhtxdy,China,3280,2018/07/30
Um_nik,Unknown,3248,2018/07/30
Petr,Russia,3233,2018/07/30
fateice,China,3230,2018/07/30
mnbvmar,Poland,3096,2018/07/30
FizzyDavid,China,3050,2018/07/30
LHiC,Russia,3047,2018/07/30
Kostroma,Russia,3023,2018/07/30
dotorya,South Korea,3016,2018/07/30
tourist,Belarus,3434,2018/08/11
wxhtxdy,China,3280,2018/08/11
Petr,Russia,3233,2018/08/11
Um_nik,Unknown,3213,2018/08/11
fateice,China,3184,2018/08/11
Radewoosh,Poland,3098,2018/08/11
mnbvmar,Poland,3096,2018/08/11
Swistakk,Poland,3091,2018/08/11
FizzyDavid,China,3050,2018/08/11
LHiC,Russia,3047,2018/08/11
tourist,Belarus,3434,2018/08/12
wxhtxdy,China,3280,2018/08/12
Petr,Russia,3233,2018/08/12
Um_nik,Unknown,3213,2018/08/12
fateice,China,3184,2018/08/12
Radewoosh,Poland,3098,2018/08/12
mnbvmar,Poland,3096,2018/08/12
Swistakk,Poland,3091,2018/08/12
FizzyDavid,China,3050,2018/08/12
Kostroma,Russia,3023,2018/08/12
tourist,Belarus,3434,2018/08/18
wxhtxdy,China,3280,2018/08/18
Petr,Russia,3233,2018/08/18
Um_nik,Unknown,3213,2018/08/18
ko_osaga,South Korea,3124,2018/08/18
mnbvmar,Poland,3096,2018/08/18
Radewoosh,Poland,3061,2018/08/18
fateice,China,3058,2018/08/18
Benq,United States,3056,2018/08/18
TLE,China,3042,2018/08/18
tourist,Belarus,3434,2018/08/19
wxhtxdy,China,3280,2018/08/19
Petr,Russia,3233,2018/08/19
Um_nik,Unknown,3213,2018/08/19
ko_osaga,South Korea,3124,2018/08/19
Benq,United States,3105,2018/08/19
Swistakk,Poland,3092,2018/08/19
TLE,China,3055,2018/08/19
fateice,China,3024,2018/08/19
Kostroma,Russia,3024,2018/08/19
tourist,Belarus,3434,2018/08/28
wxhtxdy,China,3327,2018/08/28
Um_nik,Unknown,3234,2018/08/28
Petr,Russia,3233,2018/08/28
LHiC,Russia,3163,2018/08/28
Benq,United States,3130,2018/08/28
ko_osaga,South Korea,3124,2018/08/28
Swistakk,Poland,3089,2018/08/28
bmerry,South Africa,3071,2018/08/28
TLE,China,3055,2018/08/28
tourist,Belarus,3509,2018/09/03
wxhtxdy,China,3327,2018/09/03
Petr,Russia,3233,2018/09/03
LHiC,Russia,3216,2018/09/03
Um_nik,Unknown,3203,2018/09/03
Benq,United States,3130,2018/09/03
ko_osaga,South Korea,3124,2018/09/03
Swistakk,Poland,3089,2018/09/03
bmerry,South Africa,3071,2018/09/03
dotorya,South Korea,3060,2018/09/03
tourist,Belarus,3509,2018/09/06
wxhtxdy,China,3327,2018/09/06
Um_nik,Unknown,3297,2018/09/06
LHiC,Russia,3216,2018/09/06
Petr,Russia,3161,2018/09/06
Benq,United States,3130,2018/09/06
ko_osaga,South Korea,3124,2018/09/06
Swistakk,Poland,3089,2018/09/06
dotorya,South Korea,3060,2018/09/06
TLE,China,3056,2018/09/06
tourist,Belarus,3509,2018/09/22
wxhtxdy,China,3327,2018/09/22
Um_nik,Unknown,3237,2018/09/22
Petr,Russia,3161,2018/09/22
ko_osaga,South Korea,3154,2018/09/22
LHiC,Russia,3135,2018/09/22
Benq,United States,3130,2018/09/22
Swistakk,Poland,3089,2018/09/22
dotorya,South Korea,3060,2018/09/22
ksun48,Canada,3037,2018/09/22
tourist,Belarus,3509,2018/09/23
wxhtxdy,China,3327,2018/09/23
Um_nik,Unknown,3237,2018/09/23
Petr,Russia,3161,2018/09/23
TLE,China,3137,2018/09/23
LHiC,Russia,3135,2018/09/23
Benq,United States,3130,2018/09/23
ko_osaga,South Korea,3115,2018/09/23
Swistakk,Poland,3089,2018/09/23
stO,Unknown,3079,2018/09/23
tourist,Belarus,3509,2018/10/04
wxhtxdy,China,3327,2018/10/04
TLE,China,3181,2018/10/04
Petr,Russia,3161,2018/10/04
LHiC,Russia,3135,2018/10/04
Benq,United States,3130,2018/10/04
ko_osaga,South Korea,3115,2018/10/04
Um_nik,Unknown,3104,2018/10/04
Swistakk,Poland,3089,2018/10/04
stO,Unknown,3079,2018/10/04
tourist,Belarus,3581,2018/10/08
wxhtxdy,China,3327,2018/10/08
TLE,China,3181,2018/10/08
Petr,Russia,3161,2018/10/08
LHiC,Russia,3158,2018/10/08
Vn_nV,Taiwan,3116,2018/10/08
ko_osaga,South Korea,3115,2018/10/08
Um_nik,Unknown,3104,2018/10/08
Benq,United States,3098,2018/10/08
Swistakk,Poland,3089,2018/10/08
tourist,Belarus,3581,2018/10/14
wxhtxdy,China,3327,2018/10/14
Petr,Russia,3161,2018/10/14
LHiC,Russia,3158,2018/10/14
Vn_nV,Taiwan,3116,2018/10/14
ko_osaga,South Korea,3115,2018/10/14
mnbvmar,Poland,3111,2018/10/14
Um_nik,Unknown,3104,2018/10/14
Benq,United States,3098,2018/10/14
Swistakk,Poland,3089,2018/10/14
tourist,Belarus,3581,2018/10/19
wxhtxdy,China,3264,2018/10/19
mnbvmar,Poland,3246,2018/10/19
Um_nik,Unknown,3194,2018/10/19
LHiC,Russia,3190,2018/10/19
Petr,Russia,3161,2018/10/19
V--o_o--V,Russia,3133,2018/10/19
Vn_nV,Taiwan,3116,2018/10/19
ko_osaga,South Korea,3115,2018/10/19
Benq,United States,3098,2018/10/19
tourist,Belarus,3581,2018/10/21
wxhtxdy,China,3264,2018/10/21
mnbvmar,Poland,3246,2018/10/21
LHiC,Russia,3183,2018/10/21
Um_nik,Unknown,3176,2018/10/21
Petr,Russia,3161,2018/10/21
Radewoosh,Poland,3128,2018/10/21
Vn_nV,Taiwan,3116,2018/10/21
ainta,South Korea,3115,2018/10/21
ko_osaga,South Korea,3115,2018/10/21
tourist,Belarus,3581,2018/10/25
wxhtxdy,China,3264,2018/10/25
mnbvmar,Poland,3246,2018/10/25
Radewoosh,Poland,3239,2018/10/25
LHiC,Russia,3199,2018/10/25
Um_nik,Unknown,3176,2018/10/25
Petr,Russia,3161,2018/10/25
ainta,South Korea,3115,2018/10/25
ko_osaga,South Korea,3115,2018/10/25
TLE,China,3101,2018/10/25
mnbvmar,Poland,3333,2018/10/29
tourist,Belarus,3312,2018/10/29
wxhtxdy,China,3264,2018/10/29
Radewoosh,Poland,3189,2018/10/29
Um_nik,Unknown,3179,2018/10/29
Petr,Russia,3176,2018/10/29
Benq,United States,3161,2018/10/29
scott_wu,United States,3149,2018/10/29
LHiC,Russia,3141,2018/10/29
ksun48,Canada,3141,2018/10/29
tourist,Belarus,3401,2018/11/05
mnbvmar,Poland,3343,2018/11/05
Radewoosh,Poland,3296,2018/11/05
wxhtxdy,China,3264,2018/11/05
scott_wu,United States,3217,2018/11/05
Benq,United States,3187,2018/11/05
Um_nik,Unknown,3179,2018/11/05
Petr,Russia,3140,2018/11/05
TLE,China,3101,2018/11/05
Swistakk,Poland,3089,2018/11/05
tourist,Belarus,3372,2018/11/11
mnbvmar,Poland,3345,2018/11/11
wxhtxdy,China,3264,2018/11/11
Radewoosh,Poland,3230,2018/11/11
scott_wu,United States,3189,2018/11/11
Benq,United States,3187,2018/11/11
LHiC,Russia,3171,2018/11/11
Um_nik,Unknown,3155,2018/11/11
V--o_o--V,Russia,3152,2018/11/11
Petr,Russia,3139,2018/11/11
tourist,Belarus,3372,2018/11/26
Radewoosh,Poland,3353,2018/11/26
wxhtxdy,China,3264,2018/11/26
V--o_o--V,Russia,3247,2018/11/26
scott_wu,United States,3168,2018/11/26
Benq,United States,3154,2018/11/26
mnbvmar,Poland,3143,2018/11/26
Petr,Russia,3139,2018/11/26
ksun48,Canada,3139,2018/11/26
LHiC,Russia,3118,2018/11/26
Radewoosh,Poland,3443,2018/12/11
tourist,Belarus,3372,2018/12/11
wxhtxdy,China,3264,2018/12/11
ksun48,Canada,3176,2018/12/11
scott_wu,United States,3168,2018/12/11
Vn_nV,Taiwan,3157,2018/12/11
Benq,United States,3154,2018/12/11
Petr,Russia,3139,2018/12/11
Um_nik,Unknown,3138,2018/12/11
LHiC,Russia,3118,2018/12/11
tourist,Belarus,3469,2018/12/17
Radewoosh,Poland,3357,2018/12/17
wxhtxdy,China,3264,2018/12/17
LHiC,Russia,3227,2018/12/17
ksun48,Canada,3184,2018/12/17
scott_wu,United States,3168,2018/12/17
Um_nik,Unknown,3166,2018/12/17
Vn_nV,Taiwan,3157,2018/12/17
Petr,Russia,3139,2018/12/17
V--o_o--V,Russia,3135,2018/12/17
tourist,Belarus,3469,2018/12/23
Radewoosh,Poland,3334,2018/12/23
wxhtxdy,China,3264,2018/12/23
mnbvmar,Poland,3253,2018/12/23
V--o_o--V,Russia,3232,2018/12/23
LHiC,Russia,3227,2018/12/23
Um_nik,Unknown,3208,2018/12/23
ecnerwala,United States,3147,2018/12/23
Petr,Russia,3139,2018/12/23
scott_wu,United States,3137,2018/12/23
tourist,Belarus,3559,2018/12/31
Radewoosh,Poland,3351,2018/12/31
Um_nik,Unknown,3289,2018/12/31
wxhtxdy,China,3264,2018/12/31
LHiC,Russia,3230,2018/12/31
ecnerwala,United States,3227,2018/12/31
V--o_o--V,Russia,3183,2018/12/31
scott_wu,United States,3170,2018/12/31
xyz111,China,3147,2018/12/31
Petr,Russia,3132,2018/12/31
tourist,Belarus,3539,2019/01/05
Radewoosh,Poland,3351,2019/01/05
V--o_o--V,Russia,3335,2019/01/05
ecnerwala,United States,3321,2019/01/05
wxhtxdy,China,3264,2019/01/05
LHiC,Russia,3253,2019/01/05
Um_nik,Unknown,3245,2019/01/05
Petr,Russia,3192,2019/01/05
scott_wu,United States,3170,2019/01/05
xyz111,China,3147,2019/01/05
tourist,Belarus,3539,2019/01/06
Radewoosh,Poland,3464,2019/01/06
V--o_o--V,Russia,3338,2019/01/06
Um_nik,Unknown,3307,2019/01/06
Petr,Russia,3297,2019/01/06
ecnerwala,United States,3282,2019/01/06
LHiC,Russia,3266,2019/01/06
wxhtxdy,China,3264,2019/01/06
Vn_nV,Taiwan,3182,2019/01/06
xyz111,China,3147,2019/01/06
tourist,Belarus,3539,2019/01/23
V--o_o--V,Russia,3338,2019/01/23
Um_nik,Unknown,3307,2019/01/23
Petr,Russia,3297,2019/01/23
ecnerwala,United States,3282,2019/01/23
LHiC,Russia,3266,2019/01/23
wxhtxdy,China,3264,2019/01/23
Radewoosh,Poland,3257,2019/01/23
Vn_nV,Taiwan,3182,2019/01/23
dotorya,South Korea,3178,2019/01/23
tourist,Belarus,3624,2019/02/07
Um_nik,Unknown,3396,2019/02/07
V--o_o--V,Russia,3309,2019/02/07
Petr,Russia,3297,2019/02/07
wxhtxdy,China,3293,2019/02/07
mnbvmar,Poland,3255,2019/02/07
LHiC,Russia,3250,2019/02/07
TLE,China,3186,2019/02/07
Vn_nV,Taiwan,3182,2019/02/07
dotorya,South Korea,3165,2019/02/07
